FID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape_Leng,Shape__Length
688,Faneuil Street,5290800,6,2,0,2017,SLM,72.2954139547,237.189203950436
689,Centre Street,4872600,5,2,0,2010,BL,34.2792366208,112.464462149486
690,Veterans Of Foreign Wars Parkway,6287100,2,3,1,2013,BL,136.590373025,448.130174916291
691,Veterans Of Foreign Wars Parkway,5276300,2,3,1,2013,BL,170.029060933,557.837010774368
692,Commonwealth Avenue Frontage Road Eb,5109400,0,2,1,2013,SLM,100.322353704,329.140922069456
693,Cambridge Street,5237300,3,2,0,2010,BL,62.160366311,203.937801812329
694,North Harvard Street,4442300,5,2,0,2012,BL,50.2866401702,164.982085295622
695,North Harvard Street,4449900,5,2,0,2012,BL,57.0892407948,187.300284181383
696,North Harvard Street,5104300,5,2,0,2012,BLSL,54.366148682,178.366272782711
697,North Harvard Street,5104200,5,2,0,2012,BLSL,14.6289249101,47.9950644947337
698,North Harvard Street,5638600,5,2,0,2009,BL,98.6710378826,323.723230094312
699,Western Avenue,5151600,5,2,0,2010,SBLBL,58.5221099022,192.001288878557
700,Belgrade Avenue,4897100,3,2,0,2009,BL,100.421035988,329.464682217729
701,Belgrade Avenue,4896000,3,2,0,2009,BL,64.1740262032,210.544284303481
702,Commonwealth Avenue Frontage Road Eb,5110000,0,2,1,2013,SLM,60.8586438669,199.667067439937
703,Cambridge Street,5193400,3,2,0,2010,BL,49.906477682,163.734835532198
704,Everett Street,5719300,6,2,0,2017,BLSL,80.7022795723,264.770728920637
705,Western Avenue,5126100,5,2,0,2015,BLSL,80.1214971728,262.865278661388
706,Walter Street,4849600,6,2,0,2016,BLSL,52.3412843327,171.723030360378
707,Walter Street,5738000,6,2,0,2016,BLSL,59.1416559607,194.033916239538
708,Centre Street,6288200,5,2,1,2010,BL,216.460675452,710.171399367426
709,Veterans Of Foreign Wars Parkway,6221200,2,3,0,2013,BL,9.95686491204,32.6668143316912
710,Cambridge Street,4471100,3,2,0,2015,BLSL,25.6186888038,84.0506481968049
711,Franklin Street,4454600,0,2,0,2010,SLM,94.7067569838,310.717085194729
712,Cambridge Street,5623800,3,2,0,2015,BL,61.1307243759,200.559718233236
713,Everett Street,5645300,6,2,0,2017,BLSL,34.3493471645,112.694483155026
714,River Street,5737300,5,2,0,2012,BLSL,107.704951903,353.36199634779
715,River Street,5737200,5,2,0,2012,BLSL,18.1027411376,59.3920765493339
716,River Street,5074200,5,2,0,2012,SLM,71.310523015,233.957940898515
717,River Street,5073300,5,2,0,2012,SLM,26.1789048962,85.8886238621279
718,Cummins Highway,4922400,3,2,0,2012,BL,83.3282050946,273.385952871439
719,Corinth Street,5807400,3,2,0,2009,SLM,69.6722895901,228.583170097944
720,Walter Street,4824900,6,2,0,2016,BLSL,239.037967029,784.243730150662
721,Centre Street,5213200,2,3,1,2011,BL,25.0500707849,82.185107250135
722,Walter Street,5222400,6,2,0,2016,SLM,29.9263396994,98.1833328287843
723,Centre Street,6221600,2,3,1,2011,BL,178.785710123,586.566117274594
724,Harvard Avenue,5871700,3,2,0,2010,BL,6.97396507389,22.8804170873275
725,American Legion Highway,6278100,5,2,1,2009,SLM,83.2022175582,272.972608773269
726,Washington Street,5705100,3,2,0,2009,BL,73.0523271311,239.672509946085
727,Washington Street,4989100,3,2,0,2016,BFBL,0,196.861271174902
728,Perkins Street,5345800,5,3,0,2008,BL,146.405123259,480.330942687528
729,Commonwealth Avenue,5119100,3,2,1,2019,SBL,88.4564465762,290.210858500361
730,Commonwealth Avenue,6275800,3,2,1,2019,SBL,120.983392653,396.926347368461
731,Cambridge Street,6265000,3,2,1,2015,BL,64.3906046488,211.254842112953
732,American Legion Highway,5119600,5,2,1,2020,SBL,74.8322829285,245.512248241268
733,American Legion Highway,5694900,5,2,1,2009,BFBL,201.730041042,661.84269976174
734,American Legion Highway,6291300,5,2,1,2009,SLM,21.6284667939,70.9593948327288
735,Washington Street,5117200,3,2,0,2018,SBL,103.570891592,339.798888164393
736,Blue Hill Avenue,5124000,2,2,1,2010,BL,88.8386072659,291.464664010862
737,South Street,4748300,5,2,0,2010,SLM,24.2620621725,79.5997823146119
738,Centre Street,4737100,5,2,0,2011,SLM,58.8631503163,193.120185614718
739,Centre Street,4683100,5,2,0,2010,SLM,55.2509971955,181.269313289063
740,South Huntington Avenue,5127600,5,2,0,2010,BL,59.465398787,195.096062504368
741,South Huntington Avenue,4635700,5,2,0,2010,BL,86.896945622,285.094395777073
742,South Huntington Avenue,5127900,5,2,0,2010,SLM,83.6592636168,274.472100705096
743,Commonwealth Avenue,5249500,3,2,1,2018,SBL,236.178638137,774.862748595193
744,Commonwealth Avenue,5118900,3,2,1,2019,SBL,120.426114823,395.098011741579
745,Commonwealth Avenue,6294401,3,2,1,2019,SBL,168.080811087,551.445127683663
746,River Street,5047700,5,2,0,2013,SLM,83.2207952652,273.033559150141
747,Centre Street,5600200,5,2,0,2011,SLM,12.7262469331,41.7526951665953
748,Ruggles Street,5365300,5,2,0,2010,SLM,45.830531663,150.36233599269
749,Morton Street,5106400,2,1,1,2013,BFBL,84.591061056,277.529172837038
750,Rossmore Street,4757500,0,2,0,2017,SLMTC,0,238.411469139944
751,Williams Street,4763700,0,2,0,2017,SLMTC,0,745.563868401333
752,Centre Street,5827600,5,2,1,2010,SLM,56.2382304565,184.508261094943
753,Huntington Avenue,5197400,3,2,0,2013,SLM,19.043391202,62.4781926297849
754,Brookline Avenue,6298100,2,2,0,2013,SBL,20.2814400753,66.5400246231605
755,Commonwealth Avenue,6233700,3,2,1,2010,BL,261.838922402,859.049864582089
756,Commonwealth Avenue,6225000,3,2,1,2010,BL,112.009881904,367.485754236379
757,River Street,5729800,5,2,0,2013,SLM,71.5861734111,234.862303932583
758,Walk Hill Street,5168200,5,2,0,2015,BL,33.7519396475,110.734488666847
759,Morton Street,5688300,2,1,1,2013,BFBL,597.767836976,1961.17664511888
760,Centre Street,4637200,5,2,0,2010,BLSL,59.5092909281,195.240065344593
761,Longwood Avenue,5196700,5,2,0,2015,BLSL,99.1674025301,325.351719756204
762,Saint Alphonsus Street,5350900,5,2,0,2015,BL,50.1255327981,164.453518846417
763,Mountfort Street,5782500,0,2,0,2017,BL,88.3573192212,289.885638142596
764,Beacon Street,5742700,3,2,1,2020,SBL,66.1220325348,216.935368432578
765,Commonwealth Avenue,6224700,3,2,1,2008,BL,211.366433234,693.458039676203
766,River Street,5730200,5,2,1,2013,SLM,20.8683936148,68.4657213805086
767,Blue Hill Avenue,5175400,2,2,1,2010,SLM,51.5,168.962916663382
768,Blue Hill Avenue,6248000,2,2,1,2010,BL,55.2619943311,181.305393049156
769,Blue Hill Avenue,5486002,2,2,1,2010,SLM,3.46423597983,11.3655808822617
770,Blue Hill Avenue,5007300,2,2,1,2010,BL,312.58612279,1025.54297119319
771,Blue Hill Avenue,5124100,2,2,1,2010,BL,89.7229956183,294.366194782007
772,Walnut Avenue,4720000,6,2,0,2011,SLM,71.8630213645,235.770595935906
773,Walnut Avenue,5308300,6,2,0,2011,SLM,75.4129494015,247.417318135796
774,Blue Hill Avenue,5691200,3,2,1,2012,BL,63.3821866056,207.946390566549
775,Blue Hill Avenue,6278300,3,2,1,2012,SLM,262.401886508,860.896855962182
776,Blue Hill Avenue,6232000,3,2,1,2012,BL,49.3420656231,161.883093637535
777,Blue Hill Avenue,6227400,3,2,1,2012,SLM,39.7210723003,130.318218032455
778,Walnut Avenue,5598700,6,2,0,2011,SLM,14.2222931901,46.6609735692766
779,Walnut Avenue,4698300,6,2,0,2011,SLM,38.9091292409,127.65436819733
780,Walnut Avenue,4677700,6,2,0,2011,SLM,88.6805267308,290.946028133184
781,Ritchie Street,4642400,6,2,0,2011,SLM,33.0272237554,108.356816638801
782,Huntington Avenue,5313200,3,2,1,2013,SLM,148.364553416,486.759372344663
783,Huntington Avenue,6290000,3,2,1,2012,SLM,22.0996416556,72.5052409698278
784,Beacon Street,5459900,3,2,0,2009,SLM,94.6022613948,310.374252595501
785,Bay State Road,5457900,6,2,0,2019,CFBL,199.566767651,654.74530350916
786,Commonwealth Avenue,6270102,3,2,1,2010,BL,76.0117996603,249.382046025806
787,Babcock Street,5351200,0,2,0,2014,SLM,0,133.801654123441
788,Babcock Street,4478800,0,2,0,2014,BLSL,0,344.160989579508
789,Washington Street,5629800,3,2,0,2018,SBL,0,206.030445150291
790,Washington Street,4744200,3,2,0,2016,SLM,0,100.947141515921
791,Washington Street,5734000,3,2,0,2016,SLM,0,108.536443962268
792,Washington Street,5734200,3,2,0,2016,SLM,0,230.043761846335
793,Washington Street,4701300,3,2,0,2016,SLM,0,456.171666223464
794,Washington Street,4688900,3,2,0,2016,SLM,0,243.512244621089
795,Park Drive,4544700,3,3,0,2019,BL,0,490.837705949318
796,Walnut Entrance,5313000,0,2,0, ,SUP,0,216.0813924014
797,Washington Street,5162400,3,2,0,2016,SLM,0,57.0374065916997
798,Washington Street,4679500,3,2,0,2016,SLM,0,277.462511263468
799,Washington Street,4670000,3,2,0,2016,SLM,0,512.777351059018
800,Washington Street,4662900,3,2,0,2016,SLM,0,568.746929012478
801,Norfolk Street,4942900,5,2,0,2017,BL,96.7510552462,317.424087082368
802,Blue Hill Avenue,4918100,3,2,1,2010,BL,66.4309538599,217.948887809195
803,Blue Hill Avenue,5111000,3,2,1,2010,BL,74.6132705332,244.793705088903
804,Blue Hill Avenue,5111100,3,2,1,2010,BL,73.0970560557,239.819258059224
805,Blue Hill Avenue,4871900,3,2,1,2010,BL,186.862704687,613.065390296014
806,Warren Street,5601500,5,2,1,2011,BL,108.291650029,355.286855121592
807,Warren Street,5601400,5,2,1,2011,BL,113.291858328,371.691705198929
808,Walnut Avenue,5741400,6,2,0,2011,BLSL,88.3536581951,289.873626958918
809,Martin Luther King Boulevard,6239700,5,2,1,2010,BL,236.338825816,775.388297676215
810,Massachusetts Avenue,5200600,3,2,0,2016,SBLBL,50.0049823293,164.0580128533
811,Massachusetts Avenue,5200500,3,2,0,2016,SBLBL,42.3888855635,139.070868733879
812,Boylston Street,5809600,3,2,0,2016,BLSL,126.942279567,416.476462218709
813,Massachusetts Avenue,5200400,3,2,0,2016,SBL,46.2381631247,151.699706871153
814,Commonwealth Avenue,6209300,3,2,1,2010,BL,132.245017559,433.87386175024
815,Massachusetts Avenue,5770300,3,2,1,2011,BL,187.960797773,616.668050718212
816,Massachusetts Avenue,5273600,3,2,1,2011,BL,139.185637287,456.644878334916
817,Huntington Avenue,5978500,3,2,1,2012,SLM,42.2035185159,138.462710323086
818,Huntington Avenue,5595800,3,2,1,2014,BL,114.161013204,374.543257496991
819,Beacon Street,4477200,3,2,0,2018,SBL,0,619.81333565243
820,Cambridge Street,5226900,3,2,0,2011,BL,35.9140509903,117.828015603274
821,Beacon Street,4491700,3,2,0,2018,SBL,0,718.421627932261
822,Old Road,6282800,0,2,1,2009,BL,49.2639664537,161.626863249731
823,Blue Hill Avenue,5223000,5,2,1,2010,BL,91.1565672922,299.069504512449
824,Columbia Road,6257900,5,2,1,2010,SLM,53.33523189,174.984006625463
825,Blue Hill Avenue,5223100,5,2,1,2010,BL,78.3652421983,257.103298772396
826,Blue Hill Avenue,6240600,5,2,1,2010,BL,75.5623643637,247.907523737242
827,Blue Hill Avenue,6290400,5,2,1,2010,BL,111.174271655,364.744256262088
828,Warren Street,5601100,5,2,1,2011,BL,143.056564363,469.344744887123
829,Dorchester Avenue,5590100,3,2,0,2011,BLSL,119.702211338,392.72300503336
830,Massachusetts Avenue,5831400,3,2,1,2011,BL,175.718438697,576.502910962769
831,Columbus Avenue,5845500,3,2,0,2009,BL,80.449765395,263.942271989677
832,Dartmouth Street,4523800,5,2,0,2011,SLM,54.077835097,177.420363983869
833,Columbia Road,5392300,5,2,1,2010,SLM,58.7110065087,192.621027179815
834,Norfolk Street,5217700,5,2,0,2017,BL,58.13835039,190.742237896587
835,Talbot Avenue,5847400,5,2,0,2010,SLM,73.5394550685,241.270695519649
836,New England Avenue,4841000,0,2,0,2018,SLMTC,0,400.596416027271
837,Talbot Avenue,5759500,5,2,0,2010,SLM,23.6476562692,77.5840189646181
838,Talbot Avenue,4839200,5,2,0,2010,SLM,47.8854402292,157.104148474029
839,Norfolk Street,4860100,5,2,0,2017,BL,72.9123730614,239.213343946017
840,Geneva Avenue,5573200,5,2,0,2016,SLM,17.4568247862,57.2729326353531
841,Columbia Road,6239000,5,2,1,2010,BL,71.6812545737,235.174249374234
842,Geneva Avenue,4753200,5,2,0,2016,SLM,95.9092228496,314.662175299501
843,Columbia Road,5733000,5,2,1,2010,BFBL,87.0418604959,285.569837314156
844,Dartmouth Street,4525400,5,2,0,2011,SLM,32.8292500573,107.707297895921
845,Dartmouth Street,5663200,5,2,0,2011,SLM,36.1571104356,118.625453171033
846,St James Avenue,4501900,3,2,0,2015,SLM,95.1944697468,312.317189513101
847,Stuart Street,4508300,3,2,0,2017,BL,93.3479935795,306.25920893558
848,Dartmouth Street,5269200,5,2,0,2020,BFBL,44.4353253635,145.784896644742
849,Dartmouth Street,4486900,5,2,0,2011,BL,43.047991846,141.233286605025
850,Commonwealth Avenue,4483200,3,2,1,2010,BL,188.262898034,617.659191300875
851,Beacon Street,4465500,3,2,0,2018,SLM,0,504.462268945579
852,Cambridge Street,45727700,3,2,0,2011,SLM,69.4397366283,227.820202622912
853,Sullivan Square,5619400,3,2,0,2014,BFBL,97.5322613063,319.987093944261
854,Dorchester Avenue,5398401,3,2,0,2010,SLM,37.8650809064,124.229019605652
855,Talbot Avenue,4847300,5,2,0,2010,SLM,32.4547035555,106.478473298838
856,Geneva Avenue,4771200,5,2,0,2016,SLM,66.534199671,218.287620067194
857,Geneva Avenue,4762800,5,2,0,2016,SLM,81.467477538,267.281215904347
858,Columbia Road,6230000,5,2,1,2010,BL,104.998808133,344.48358968865
859,Columbia Road,6230200,5,2,1,2010,BL,125.630168244,412.171643669757
860,Albany Street,5677500,5,2,0,2012,BL,118.662818711,389.31293100394
861,Albany Street,5678100,5,2,0,2012,BL,29.4582145946,96.6474923663569
862,Washington Street,5716300,3,2,0,2016,SLM,0,886.519743376193
863,Morton Street,5135600,2,1,1,2020,BL,0,239.199321811816
864,Quincy Street,4703300,5,2,0,2019,SLM,0,157.319288305034
865,Washington Street,5147000,5,2,0, ,SLM,0,62.95002667227
866,Quincy Street,5835000,5,2,0,2019,SLM,0,123.230520118823
867,Adams Street,5695700,5,2,0,2017,BL,24.8391032403,81.4929578973282
868,Adams Street,5868600,5,2,0,2017,BFBL,18.7877770569,61.639565249044
869,Dorchester Avenue,5198700,3,2,0,2010,SLM,47.1670457612,154.747215962588
870,Dorchester Avenue,4883000,3,2,0,2011,SLM,63.4662390124,208.222152494687
871,Ashmont Street,5574500,5,2,0,2013,SLM,20.0409056813,65.7508713597076
872,Dorchester Avenue,5152500,3,2,0,2011,SLM,45.6666259334,149.82458857129
873,Geneva Avenue,5687200,5,2,0,2016,SLM,30.6834546722,100.667300877499
874,Dorchester Avenue,4785200,3,2,0,2011,SLM,126.458826929,414.890334697778
875,D Street,5591300,5,2,0,2013,BLSL,11.934286854,39.154406128028
876,Dorchester Avenue,46178200,3,2,1,2011,BFBL,119.321433504,391.473736428208
877,Dorchester Avenue,4536500,3,2,1,2011,SLM,69.0362431001,226.496407550744
878,Mount Vernon Street,6305001,6,2,1,2013,BFBL,365.325715713,1198.57278563434
879,Old Colony Avenue,5736900,3,3,1,2016,BFBL,166.727791755,547.006096777394
880,Columbia Road,5392500,5,2,1,2010,SLM,79.8686594078,262.035760085677
881,Kneeland Street,5760500,3,2,0,2017,SBLBL,0,51.7379656685479
882,Winter Street,5419400,0,2,0,0,PED,92.9489841887,304.950125598945
883,Washington Street,5366401,0,2,0,0,PED,125.787703774,412.688491459671
884,Warren Street,5779500,5,2,0,2012,BL,58.7730801635,192.824680519112
885,Warren Street,4423700,5,2,0,2012,BL,43.8159476823,143.752821682454
886,Main Street,5521900,5,2,0,2011,BL,55.9320514658,183.503738868417
887,Oliver Street,5451500,0,2,0,2011,SLM,90.9316894322,298.331717738937
888,Seaport Boulevard,45232300,3,2,0,2012,SLM,16.7003873694,54.7911875639379
889,Saratoga Street,4392100,5,2,0,2012,BLSL,200.240102412,656.95440266021
890,Ashmont Street,5131300,5,2,0,2013,SLM,90.7051801743,297.588578620966
891,Ashmont Street,5131400,5,2,0,2013,SLM,65.7436265974,215.693881586694
892,Adams Street,6252000,5,2,0,2013,SLM,72.657988327,238.378750035521
893,Neponset Avenue,4795400,5,2,0,2012,BL,64.2816634913,210.897424315124
894,Dorchester Avenue,4746700,3,2,0,2011,SLM,33.4142651006,109.626634760136
895,Freeport Street,4755600,3,2,0,2013,BL,41.5269752273,136.243084562692
896,Dorchester Avenue,4712700,3,2,0,2011,BL,106.739626352,350.194924121351
897,Dorchester Avenue,4697600,3,2,0,2011,BL,55.1430276661,180.915083256523
898,Dorchester Avenue,4678300,3,2,0,2011,BL,66.7638410281,219.041035097501
899,Dorchester Avenue,4685500,3,2,0,2011,BL,100.013323748,328.127046343207
900,Dorchester Avenue,4660000,3,2,0,2011,BL,85.5559122921,280.694688903482
901,Dorchester Avenue,4633000,3,2,0,2011,BL,77.2958043758,253.594651498467
902,Dorchester Avenue,5844800,3,2,0,2011,SLM,45.2464502166,148.446062102169
903,Surface Artery,5587500,3,2,0,2011,BL,113.905173367,373.703889652129
904,High Street,5349500,5,2,0,2011,BL,95.8601105657,314.50104607768
905,High Street,5490800,3,2,0,2011,BL,42.3232618362,138.85556821002
906,Purchase Street,5651800,3,2,0,2011,SLM,42.2432164587,138.59295264041
907,Purchase Street,5482300,3,2,0,2011,BL,33.4322431235,109.685617641577
908,Franklin Street,5492200,5,2,0,2016,PED,85.5119360867,280.550410288844
909,Milk Street,5834200,5,2,0,2011,BL,38.6093955281,126.670991828807
910,Broad Street,5279400,5,2,0,2013,SLM,36.0766526197,118.361484492621
911,Oliver Street,5391600,0,2,0,2011,BLSL,111.913462804,367.169419247323
912,Oliver Street,5391500,0,2,0,2011,BL,89.4897797572,293.601052388752
913,Cross Street,45227300,3,2,0,2014,BL,63.848180762,209.47523972304
914,North Washington Street,5793700,3,2,0,2019,BLSL,104.639594258,343.30506883123
915,Salem Street,5243300,0,2,0,2013,SLM,11.2540242297,36.9225778165422
916,First Avenue,5996700,0,8,0,0,SLM,25.3698599402,83.2342821749093
917,Neponset Avenue,4848700,5,2,0,2012,BLSL,46.8578953213,153.732944901681
918,Freeport Street,5488704,3,2,0,2013,SLM,195.753181009,642.233561347997
919,Columbia Road,6298600,3,1,1,2016,BFBL,240.198642153,788.051711788762
920,Marginal Road,4510900,5,2,0,2019,BL,0,406.552754892044
921,Charles Street,5264200,3,2,0,2020,SBL,0,129.271411165163
922,Park Plaza,4486500,3,2,0,2020,BL,0,179.331091222898
923,Beacon Street,4461800,3,2,0,2020,SBL,0,213.020065387818
924,Beacon Street,4460800,3,2,0,2020,SBL,0,392.342531395565
925,Charles Street Circle,5873700,3,3,1,2018,SLM,0,203.863583911515
926,Shawmut Avenue,5626000,5,2,0,2020,SBL,0,300.591636982821
927,Marginal Road,4511500,5,2,0,2019,BL,0,377.400319530842
928,Harrison Avenue,5238000,5,2,0,2019,BL,0,221.939609664175
929,Harrison Avenue,4509000,5,2,0,2019,BL,0,178.349499406825
930,Harrison Avenue,4505500,5,2,0,2019,BL,0,201.757779935278
931,Tremont Street,4473100,3,2,0,2020,SBL,0,680.177016790953
932,Summer Street,5626701,3,2,1,2019,SBL,0,576.070551759084
933,Summer Street,45265500,3,2,1,2019,SBL,0,602.789386290584
934,Beach Street,5347200,0,2,0, ,SLM,0,124.196199101857
935,D Street,5473000,5,2,0,2013,BL,49.4414887395,162.209284310419
936,D Street,4568200,5,2,0,2013,BLSL,46.2589942447,151.768050301213
937,D Street,4561800,5,2,0,2013,BLSL,44.8029496824,146.991010747397
938,Seaport Boulevard,6197700,3,2,0,2012,SLM,57.9341101218,190.072159612172
939,Broad Street,5487200,5,2,0,2013,SLM,32.6462413665,107.106876901404
940,Atlantic Avenue,5424100,3,2,0,2011,BL,84.6880456233,277.847289192601
941,High Street,5624700,3,2,0,2011,BL,57.9624507426,190.165140459058
942,Commercial Street,5149700,5,2,0,2017,SBL,39.5470473263,129.747271121697
943,Neponset Avenue,5205700,5,2,0,2012,BLSL,80.6494378548,264.597364010688
944,Drydock Avenue,5278600,0,2,0,2013,BL,213.460805885,700.329327307986
945,Northern Avenue,5198300,5,5,0,2017,SLM,110.796686054,363.505460828589
946,Marginal Street,4432700,0,2,0,2015,SLM,173.36241541,568.773191211531
947,Maverick Street,4430000,5,2,0,2015,BL,63.6171911613,208.717401336926
948,Chelsea Street,5281800,5,2,0,2010,BL,31.3673375519,102.91100663852
949,Chelsea Street,5717600,5,2,0,2010,BL,37.8943791397,124.325142254821
950,Meridian Street,4416600,3,2,0,2013,BLSL,80.4122700806,263.81925608997
951,Maverick Street,4433400,0,2,0,2015,BL,92.8910924124,304.760192344164
952,Veterans Of Foreign Wars Parkway,5171000,2,3,1,2013,SLM,86.5061939064,283.812404550193
953,Faneuil Street,4479000,6,2,0,2017,BL,85.4274758397,280.273310309525
954,Bennington Street,4393300,5,2,0,2008,SLM,228.983619253,751.2570908183
955,Saratoga Street,5826300,5,2,1,2012,BL,114.996253597,377.28354199648
956,Veterans Of Foreign Wars Parkway,5017700,2,3,1,2013,BL,223.958531623,734.770615836403
957,Veterans Of Foreign Wars Parkway,6213600,2,3,1,2013,BL,106.93668177,350.841430131867
958,Veterans Of Foreign Wars Parkway,6288900,2,3,1,2013,SLM,80.1852759514,263.074526193509
959,Veterans Of Foreign Wars Parkway,6238900,2,3,1,2013,BL,77.3200406864,253.674166801843
960,Beacon Street,5357800,3,2,0,2009,BL,55.139042948,180.902010102722
961,Faneuil Street,5454600,3,2,0,2017,SLM,42.4797075847,139.368840635222
962,Washington Street,5799300,3,2,0,2010,BL,98.164089136,322.060015760265
963,Faneuil Street,5363900,6,2,0,2017,BL,78.6793715191,258.13390472843
964,Faneuil Street,4486700,6,2,0,2017,SLM,35.0819612618,115.098067907448
965,Veterans Of Foreign Wars Parkway,6212300,2,3,1,2013,SLM,132.725590415,435.450541252618
966,Faneuil Street,4464700,6,2,0,2017,SLM,162.334156819,532.591312825757
967,Market Street,4488700,5,2,0,2013,BL,110.464759356,362.416464654549
968,University Of Massachusetts Access Road,5438801,0,B,0,2019,BL,0,443.032970699127
969,Mount Vernon Street,4676100,6,2,0,2019,SBL,0,191.509387033832
970, ,6066300,0, ,0,2019,SBL,0,295.657290425786
971,Central Square,5858800,0,2,0,2017,SLM,0,75.7199053543458
972,Beacon Street,5248700,3,2,0,2009,BL,458.83322523,1505.35533980563
973,Commonwealth Avenue,6227000,3,2,1,2013,BL,257.210612225,843.86498957439
974,Lake Street,5786200,6,2,0,2011,BL,17.3463438964,56.9104632510457
975,Harvard Avenue,5576000,3,2,0,2010,BL,13.6020732388,44.6261353001699
976,Harvard Avenue,5262800,3,2,0,2010,BL,142.403611199,467.2025144108
977,Franklin Street,5279600,0,2,0,2010,SLM,47.8815366063,157.091341335525
978,Veterans Of Foreign Wars Parkway,6218700,2,3,1,2013,BL,465.743840964,1528.02778386792
979,Chestnut Hill Avenue,4551100,5,2,0,2013,SLM,69.6192321299,228.409097418282
980,Chestnut Hill Avenue,5846000,5,2,0,2013,BL,42.5166919865,139.490180291781
981,Commonwealth Avenue Frontage Road Eb,5108200,0,2,1,2013,SLM,56.7097079425,186.055100136032
982,Commonwealth Avenue Frontage Road Eb,5108500,0,2,1,2013,SLM,91.8980505426,301.502187460098
983,Commonwealth Avenue Frontage Road Eb,5108700,0,2,1,2013,SLM,300.450776788,985.728923543033
984,Chestnut Hill Avenue,5656500,5,2,0,2013,BLSL,106.728648209,350.158906688584
985,Market Street,5589500,5,2,1,2013,BLSL,37.7240145258,123.766204313985
986,Centre Street,4870800,5,2,0,2019,BFBL,273.348565526,896.811085420598
987,Veterans Of Foreign Wars Parkway,6287000,2,3,1,2013,BL,477.124993868,1565.36758400118
988,Commonwealth Avenue Frontage Road Eb,5109000,0,2,1,2013,SLM,45.5272347099,149.36726918616
989,Commonwealth Avenue Frontage Road Wb,5309900,0,2,1,2013,BL,90.4642560642,296.798146794925
990,Cambridge Street,5237200,3,2,0,2010,BL,76.0592938147,249.537866436326
991,Cambridge Street,5193200,3,2,0,2010,BL,84.1133938585,275.962026401133
992,Centre Street,4856700,5,2,0,2019,BFBL,88.3384557316,289.823750179346
993,Centre Street,4843300,5,2,0,2019,BFBL,79.1753419786,259.761101148886
994,Centre Street,4834200,5,2,0,2019,BFBL,80.7136998243,264.808196845582
995,Commonwealth Avenue Frontage Road Eb,5109600,0,2,1,2013,SLM,137.911806851,452.465652995931
996,Commonwealth Avenue Frontage Road Eb,5110100,0,2,1,2013,SLM,61.6948312068,202.410458706302
997,Cambridge Street,4482400,3,2,0,2010,BL,65.5811529459,215.160832605821
998,Cambridge Street,4480000,3,2,0,2010,BL,50.3549511773,165.206202347491
999,Cambridge Street,5193800,3,2,0,2010,SLM,80.5810471249,264.372985451886
1000,Everett Street,5624000,6,2,0,2017,BLSL,423.239026968,1388.57670761582
1001,Western Avenue,5126000,5,2,0,2015,BLSL,25.283096603,82.9496261107981
1002,Walter Street,5175800,6,2,0,2016,BLSL,22.4946087679,73.8010622527412
1003,Belgrade Avenue,4891100,3,2,0,2009,BL,63.5081309144,208.359592816196
1004,Centre Street,6292100,5,2,1,2010,SLM,43.6629850487,143.250976775392
1005,Centre Street,6247900,5,2,1,2010,BL,76.2809000775,250.264919618973
1006,Cambridge Street,5623700,3,2,1,2015,BFBL,245.132653594,804.239381001297
1007,Western Avenue,5638900,5,2,0,2015,BLSL,37.2163089568,122.100506943968
1008,River Street,5079000,5,2,0,2012,BLSL,67.0452294592,219.964223656337
1009,South Street,4886800,3,2,0,2009,BL,151.488683846,497.009123599893
1010,Washington Street,4865500,3,2,0,2009,BL,155.198875566,509.181644266301
1011,Walter Street,5222500,6,2,0,2016,SLM,38.6639529647,126.849985701812
1012,Washington Street,4843200,3,2,0,2009,BL,69.2351070698,227.148847087215
1013,Washington Street,5116800,3,2,0,2009,BL,20.2556242223,66.455327112295
1014,Centre Street,6264500,2,3,1,2011,BL,45.2827660976,148.565208418299
1015,Perkins Street,4648700,5,2,0,2010,SLM,29.1060989961,95.4922597706924
1016,Huntington Avenue,5383300,3,2,1,2010,SLM,61.3860216921,201.397306175458
1017,Brighton Avenue,5246700,3,2,1,2010,BL,31.7825028349,104.273094741111
1018,Cambridge Street,5609900,3,2,1,2015,BFBL,56.9665240068,186.897670818209
1019,North Harvard Street,5813800,5,2,0,2009,BLSL,80.1482571708,262.953073730605
1020,North Harvard Street,5814000,5,2,0,2009,BLSL,9.97385111216,32.7225431803805
1021,Western Avenue,4436200,5,2,0,2012,BL,81.958088724,268.890829394224
1022,Western Avenue,5151800,5,2,0,2010,SBLBL,62.0427358449,203.551875852737
1023,Washington Street,5281100,3,2,0,2016,BFBL,0,63.4399166343122
1024, ,6317600,0, ,0, ,SUP,0,43.349691979241
1025,American Legion Highway,5172500,5,2,1,2020,SBL,76.4548887196,250.835747419956
1026,Centre Street,5199300,5,2,0,2011,SLM,49.4089669849,162.10258585196
1027,Perkins Street,5150400,5,3,1,2008,BL,12.1938484686,40.0059845046297
1028,Perkins Street,6229000,5,3,1,2008,BL,54.7176971739,179.519644829812
1029,Perkins Street,5150600,5,3,1,2008,BL,33.8227253472,110.966724753139
1030,Cambridge Street,6269000,3,2,1,2015,BFBL,299.978039801,984.177952218993
1031,American Legion Highway,6232400,5,2,1,2020,BL,104.136858057,341.65567513794
