FID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape_Leng,Shape__Length
1032,American Legion Highway,6222900,5,2,1,2009,BFBL,135.349657861,444.05966914241
1033,Walk Hill Street,5133300,5,2,0,2015,BL,297.358491348,975.583650370608
1034,South Street,4774800,6,2,0,2018,SBL,66.9769344727,219.740159170489
1035,Arborway,5764200,0,3,1,2018,SBL,0,1536.8876614865
1036,South Huntington Avenue,5127700,5,2,0,2010,BL,198.511863102,651.284337545149
1037,South Street,5167000,5,2,0,2010,SLM,46.9803772575,154.134787727475
1038,South Street,4750100,5,2,0,2010,SLM,39.1679180363,128.503411083935
1039,Centre Street,4734100,5,2,0,2010,BL,43.0164764292,141.129889720062
1040,Centre Street,4697700,5,2,0,2010,BL,55.7522043792,182.913690543299
1041,Centre Street,4702900,5,2,0,2010,BL,25.1278309833,82.4402255020414
1042,Centre Street,4686700,5,2,0,2010,BL,58.6916594297,192.557552657107
1043,Huntington Avenue,6270800,3,2,1,2013,SLM,70.3812559146,230.909244999106
1044,Commonwealth Avenue,6294400,3,2,1,2018,SBL,235.143952167,771.468116376496
1045,American Legion Highway,5120300,5,2,1,2020,SBL,616.134734233,2021.43537392101
1046,Walk Hill Street,5688900,5,2,0,2015,BL,109.585689641,359.53238343395
1047,Arborway,5241500,0,3,1,2018,SBL,0,137.921096930316
1048,James Shea Circle,5489300,2,1,1,2018,SBL,0,58.4455623754809
1049,Huntington Avenue,5679400,3,2,0,2013,SLM,113.114005696,371.108200382974
1050,Brookline Avenue,4570000,2,2,0,2013,SLM,66.6055366965,218.521664988324
1051,Longwood Avenue,5318500,5,2,0,2015,BLSL,20.824523616,68.321791224901
1052,Brookline Avenue,6297900,2,2,0,2020,BL,100.128658384,328.505440012642
1053,Commonwealth Avenue,5176700,3,2,1,2008,BL,193.24370257,634.000380846346
1054,Park Drive,5383400,2,2,0,2015,BL,14.7932202232,48.534090020825
1055,Commonwealth Avenue,6233600,3,2,1,2008,BL,131.253635683,430.621303043227
1056,River Street,5053200,5,2,0,2013,SLM,106.136100992,348.214857983275
1057,River Street,5155800,5,2,0,2013,SLM,40.0330794549,131.341861455964
1058,River Street,5729900,5,2,0,2013,SLM,18.8047770612,61.6953394413642
1059,Walk Hill Street,4947100,5,2,0,2014,SLM,185.98004136,610.169519054747
1060,Walk Hill Street,5168300,5,2,0,2015,BL,90.9799774414,298.490142667571
1061,Morton Street,5688400,2,1,1,2013,BFBL,441.456549157,1448.3453617145
1062,Forsyth Street,5380800,0,2,0,2012,BL,103.786298441,340.505547469998
1063,Forsyth Street,5380900,0,2,0,2012,BL,27.8030619381,91.2172123738291
1064,Massachusetts Avenue,5200000,3,2,0,2016,SBL,191.910251636,629.625550571188
1065,Centre Street,4637400,5,2,0,2010,BLSL,33.4717239722,109.815147685675
1066,Centre Street,4637500,5,2,0,2010,BLSL,62.502174024,205.059215996657
1067,Centre Street,5147300,5,2,0,2011,SLM,152.349351489,499.832830677803
1068,Tremont Street,5316000,5,2,0,2015,SLM,61.2525784799,200.95950122937
1069,Palace Road,5745000,0,2,0,2012,SLM,99.854194781,327.604970693536
1070,Huntington Avenue,6241500,3,2,1,2013,SLM,96.6806332353,317.193044214305
1071,Saint Alphonsus Street,5350600,5,2,0,2015,BL,59.6297047639,195.635123045624
1072,Beacon Street,5190000,3,2,1,2018,SBL,65.9429539842,216.347841505825
1073,Beacon Street,5190100,3,2,1,2020,SBL,69.0121596421,226.417393762962
1074,River Street,5868800,5,2,0,2013,SLM,43.5694611174,142.944140368113
1075,Blue Hill Avenue,6285400,5,2,1,2010,SLM,36.9710755526,121.295937023215
1076,Warren Street,4714200,5,2,0,2010,SLM,33.9952667085,111.532804196084
1077,Blue Hill Avenue,5175300,2,2,1,2010,SLM,111.911218698,367.162056679799
1078,Blue Hill Avenue,6282300,2,2,1,2010,BL,92.7763968849,304.383895448549
1079,Blue Hill Avenue,4966300,2,2,1,2010,BL,93.4172167657,306.48631867333
1080,Morton Street,5690800,2,1,1,2013,BL,36.4506283632,119.58843655022
1081,American Legion Highway,6236100,5,2,1,2020,SBL,77.8207743966,255.316990661818
1082,Walnut Avenue,5308200,6,2,0,2011,SLM,76.5125595246,251.024955719032
1083,Walnut Avenue,4710200,6,2,0,2011,SLM,124.154735699,407.330995376699
1084,Washington Street,4743000,3,2,0,2016,SLM,0,79.2013544262831
1085,Essex Street,5871500,2,2,0,2018,BL,0,68.9316360514747
1086,Washington Street,5734500,3,2,0,2016,SLM,0,391.870556336923
1087,Washington Street,4705600,3,2,0,2016,SLM,0,253.406425322839
1088,Brookline Avenue,4532200,3,2,0,2019,SBLSL,0,727.704734392875
1089,Brookline Avenue,5354500,3,2,0,2019,BLSL,0,166.186549597665
1090,Maitland Street,5742900,0,2,0, ,SLM,0,108.920820123009
1091, ,5903300,0, ,0, ,SUP,0,402.153563949765
1092,Thornton Street,5832200,0,2,0,2011,SLM,48.1554159814,157.989893927355
1093,Huntington Avenue,6261600,3,2,1,2012,SLM,92.5780611157,303.733188819762
1094,Museum Road,5381200,0,2,0,2010,SLM,203.56657701,667.868207447631
1095,Ruggles Street,6305500,5,2,0,2010,SLM,55.6047208019,182.429821491149
1096,Forsyth Way,5424900,5,2,1,2011,BL,166.164138344,545.156843895636
1097,Commonwealth Avenue,6224600,3,2,1,2009,BL,74.6056332646,244.768648492637
1098,Brookline Avenue,45732100,3,2,1,2009,SLM,68.7114264588,225.430738320384
1099,Blue Hill Avenue,5124200,2,2,1,2010,BL,87.3085153642,286.444687508706
1100,Blue Hill Avenue,6223900,2,2,1,2010,BL,85.9919865066,282.125375748377
1101,Blue Hill Avenue,6218800,3,2,1,2010,BL,59.5030831115,195.219698517671
1102,Blue Hill Avenue,6219100,3,2,1,2010,BL,74.6930183963,245.055344513141
1103,Blue Hill Avenue,6219300,3,2,1,2010,BL,59.5242765918,195.289230773662
1104,Blue Hill Avenue,6219400,3,2,1,2010,BL,32.2801457839,105.905778297557
1105,Blue Hill Avenue,4856600,3,2,1,2010,BL,92.6325319593,303.911898595945
1106,Blue Hill Avenue,5111300,3,2,1,2010,BL,21.3456655796,70.0315711376294
1107,Blue Hill Avenue,4805400,3,2,1,2012,BL,198.393906854,650.897342765173
1108,Talbot Avenue,5691000,5,2,0,2010,BL,107.030727524,351.149978564546
1109,Blue Hill Avenue,6227300,3,2,1,2012,SLM,87.1061030742,285.780606530023
1110,Walnut Avenue,4666600,6,2,0,2011,SLM,125.447361762,411.571886041737
1111,Walnut Avenue,5189400,6,2,0,2011,SLM,79.6451219063,261.302370791207
1112,Walnut Avenue,4651300,6,2,0,2011,BLSL,84.5288109611,277.3249406414
1113,Huntington Avenue,5978400,3,2,1,2012,SLM,156.501394865,513.454992993515
1114,Commonwealth Avenue,5859202,3,2,1,2010,BL,10.0461972058,32.9599266906046
1115,Hereford Street,5269700,5,2,0,2013,BL,49.7756839631,163.305723111329
1116,Boylston Street,5650300,3,2,0,2020,SBL,14.510723256,47.6072645260247
1117,Boylston Street,5861900,3,2,0,2020,SBL,34.6346925648,113.630653880391
1118,Washington Street,4465300,0,2,0,0,PED,96.1585470356,315.480166419312
1119,Massachusetts Avenue,5589000,3,2,0,2016,SBLBL,109.744804075,360.054411355503
1120,Willowwood Street,5723700,0,2,0,2015,SLM,71.8919989974,235.865666721346
1121,Ballou Avenue,4925600,0,2,0,2015,SLM,64.165182567,210.515269805648
1122,Warren Street,5191800,5,2,0,2010,SLM,17.0052369616,55.7913482561202
1123,Walnut Avenue,4647200,6,2,0,2011,BLSL,45.8755583799,150.510061108323
1124,Warren Street,6263500,5,2,1,2011,BL,268.341118757,880.382487095901
1125,Martin Luther King Boulevard,6248600,5,2,1,2010,BL,13.1009054965,42.9818874295273
1126,Warren Street,5602300,5,2,1,2011,BL,39.1524809698,128.452764635761
1127,Warren Street,5799700,5,2,1,2011,BL,72.7421255974,238.654790411151
1128,Warren Street,4614500,5,2,0,2011,SLM,85.427207099,280.272428620049
1129,Warren Street,6264200,5,2,1,2011,SLM,41.9167632005,137.521913939337
1130,Warren Street,5601300,5,2,1,2011,BL,20.5323626603,67.3632598402212
1131,Washington Street,5271600,3,2,0,2011,SLM,100.740111308,330.511515181931
1132,Massachusetts Avenue,5260300,3,2,0,2011,BL,164.789722178,540.647613500511
1133,Massachusetts Avenue,4536900,3,2,0,2016,BL,84.2399823033,276.377341943665
1134,Belvidere Street,5342900,5,2,0,2013,BL,83.448649906,273.781112232474
1135,Norfolk Street,4867900,5,2,0,2017,BL,46.1152396694,151.296415502305
1136,Columbia Road,6284100,5,2,1,2010,BL,68.9943496996,226.358962311493
1137,Geneva Avenue,5854300,5,2,0,2016,SLM,209.879818828,688.580705625448
1138,Columbia Road,5218000,5,2,1,2010,BL,152.806532203,501.332764405033
1139,Dorchester Avenue,4942000,3,2,0,2010,SLM,46.6716287461,153.121835322669
1140,Dorchester Avenue,4928800,3,2,0,2010,SLM,76.068642524,249.568538006542
1141,Columbus Avenue,4522200,3,2,0,2009,BL,74.1392769994,243.238611269429
1142,Dartmouth Street,5663300,5,2,0,2011,SLM,26.1337599824,85.7405108617763
1143,West Dedham Street,5616300,5,2,0,2011,BLSL,51.5139629147,169.008726666097
1144,Huntington Avenue,5595400,3,2,1,2015,SLM,216.308601162,709.672468993838
1145,Dartmouth Street,4508400,5,2,0,2011,BL,117.171180064,384.419113266629
1146,Stuart Street,4503600,3,2,0,2017,BL,185.783024821,609.523140600456
1147,Dartmouth Street,5269300,5,2,0,2020,BFBL,52.0010332283,170.606723157162
1148,Sullivan Square,5872200,3,2,0,2014,BFBL,49.7943203335,163.366865949767
1149,Sullivan Square,5699300,3,2,0,2014,BFBL,12.6202084984,41.4048007357213
1150,Main Street,5699200,5,2,1,2014,BFBL,72.1402338886,236.68008403499
1151,Dorchester Avenue,5398500,3,2,0,2010,SLM,72.5362309942,237.97928453818
1152,Norfolk Street,5847600,5,2,0,2017,BL,79.4334183029,260.607806524297
1153,Geneva Avenue,4768700,5,2,0,2016,SLM,68.0337627864,223.207436744916
1154,Monsignor Reynolds Way,5671100,5,2,0,2011,SLM,22.40893895,73.5199938434552
1155,Washington Street,5715900,3,2,0,2016,SLM,0,359.290354113183
1156,Washington Street,4474800,3,2,0,2020,SBL,0,213.150891038388
1157,Winter Place,5534400,0,0,0, ,PED,0,145.589112019475
1158,Jackson Place,5531500,0,0,0, ,PED,0,118.256951065497
1159,Quincy Street,5721200,5,2,0,2019,SLM,0,459.117485158543
1160,Tremont Street,5227700,3,2,0,2020,SBL,0,238.021869567456
1161,Washington Street,5327900,5,2,0, ,SLM,0,82.789479112266
1162,Washington Street,5724600,5,2,0, ,SLM,0,176.717042988411
1163,Washington Street,4913500,5,2,0, ,SLM,0,325.541165145947
1164,Quincy Street,4717500,5,2,0,2019,SLM,0,217.995323638012
1165,Arlington Street,5272400,3,2,0,2020,SBL,46.6554109437,153.068627424524
1166,Arlington Street,5272200,3,2,0,2020,SBL,42.7001740924,140.092154517261
1167,Arlington Street,5272100,3,2,0,2020,SBL,44.3799889032,145.603346922521
1168,Main Street,5232100,5,2,0,2011,BL,20.9402516499,68.7014756395797
1169,Main Street,5231900,5,2,0,2011,SLM,49.3539706492,161.922152011142
1170,Main Street,4394900,5,2,0,2014,BFBL,34.2456942015,112.354415074581
1171,Alford Street,5196400,3,2,1,2016,BFBL,357.794603354,1173.86446116198
1172,Adams Street,5006700,5,2,0,2017,BL,285.855427506,937.844015091177
1173,Ashmont Street,4894100,5,2,0,2013,SLM,97.3575222272,319.413804147851
1174,Dorchester Avenue,5743600,3,2,0,2011,SLM,78.0855984923,256.185834375004
1175,Dorchester Avenue,4820900,3,2,0,2011,SLM,73.0227448754,239.575455510373
1176,Dorchester Avenue,4806800,3,2,0,2011,SLM,55.5685055822,182.311005403045
1177,Dorchester Avenue,4792500,3,2,0,2011,SLM,111.927783603,367.216403361672
1178,Geneva Avenue,4781400,5,2,0,2016,SLM,36.9911504522,121.36179946483
1179,Adams Street,4753800,5,2,0,2013,SLM,74.2731055335,243.677680391308
1180,Columbia Road,6242700,5,2,1,2010,BL,111.924173865,367.204560441405
1181,Freeport Street,4751100,3,2,0,2013,BL,37.5683161843,123.255384009923
1182,Freeport Street,5629000,3,2,0,2013,BL,126.286901029,414.326274441159
1183,Dorchester Avenue,4717200,3,2,0,2011,BL,74.1982405485,243.432060879454
1184,Dorchester Avenue,4705000,3,2,0,2011,BL,58.5414845861,192.064854013583
1185,D Street,5415500,5,2,0,2013,BL,49.8563352522,163.570326575114
1186,Maverick Street,4427400,5,2,0,2015,BL,62.6590551371,205.573916727768
1187,Dorchester Avenue,5710100,3,2,0,2011,BL,19.2359189785,63.1098441722994
1188,Seaport Boulevard,6249800,3,2,1,2012,BFBL,313.518444645,1028.60176380409
1189,Seaport Boulevard,6276100,3,2,1,2018,SBL,279.910039676,918.338188494443
1190,Main Street,5418600,5,2,0,2012,BL,48.8434941554,160.247363731306
1191,City Square,5820700,5,2,0,2012,BL,31.2310845254,102.463983127667
1192,City Square,5581601,5,1,0,2012,BL,23.3750945783,76.6897894990219
1193,Main Street,5231700,5,2,0,2012,BL,32.1746294765,105.559596874695
1194,Dexter Row,5830500,5,2,0,2012,BL,79.3468124626,260.323667215755
1195,Adams Street,5498400,5,2,0,2017,BL,69.2771015799,227.286624122407
1196,Adams Street,5498300,5,2,0,2017,BL,22.9711058652,75.3643697897074
1197,Ashmont Street,4877900,5,2,0,2013,SLM,39.9478941678,131.062382802592
1198,Adams Street,5343000,5,2,0,2013,SLM,72.4739492339,237.774948445717
1199,Neponset Avenue,4801200,5,2,0,2012,BL,92.9751274469,305.035897324102
1200,Dorchester Avenue,5687000,3,2,0,2011,SLM,36.518839461,119.812225784106
1201,Adams Street,4787300,5,2,0,2013,SLM,67.4094109842,221.159042539768
1202,Dorchester Avenue,4595900,3,2,0,2011,BL,59.1701805661,194.127500718215
1203,D Street,4574300,5,2,0,2013,SLM,44.3773230165,145.594600604967
1204,Dorchester Avenue,6266700,3,2,0,2011,SLM,47.6884284789,156.457785771011
1205,Dorchester Avenue,5627100,3,2,0,2011,SLM,37.8716129007,124.250449982488
1206,Kneeland Street,5233200,3,2,0,2017,BL,0,220.515605550427
1207,Franklin Street,4462500,5,2,0,2011,BL,55.4296655432,181.855494391679
1208,Congress Street,5237400,3,2,0,2016,SBL,29.5336040709,96.8948326771571
1209,Purchase Street,45234900,3,2,0,2011,BL,172.143606552,564.774482475803
1210,Congress Street,5873900,3,2,0,2011,SLM,63.4911563917,208.303902274608
1211,Devonshire Street,5648700,5,2,0,2012,SLM,78.1257781269,256.317657045699
1212,Devonshire Street,5493400,5,2,0,2012,SLM,95.8607140077,314.503025871027
1213,Kilby Street,5805300,0,2,0,2011,BL,86.4383546532,283.589609083507
1214,Milk Street,5386600,5,2,0,2011,BL,23.9175598525,78.4695276435679
1215, ,6017900,0, ,1,2011,BL,44.6926493415,146.629170682994
1216,Milk Street,5614400,5,2,0,2011,BL,46.8154086049,153.593553070905
1217,Milk Street,5336700,5,2,0,2011,SLM,83.7746479354,274.850657463181
1218,North Washington Street,45224600,3,2,1,2014,SLM,113.437920565,372.17091105903
1219,Salem Street,5242800,0,2,0,2013,SLM,34.9440356557,114.64555699877
1220,Salem Street,5242900,0,2,0,2013,SLM,29.5017486421,96.7903203398662
1221,Commercial Street,5640800,5,2,0,2017,SBL,60.4744230029,198.40645097936
1222,Freeport Street,4774500,3,2,0,2013,BLSL,87.7587457838,287.921818419298
1223,Freeport Street,4786900,3,2,0,2013,SLM,34.0664367156,111.766301139595
1224,Columbia Road,4641000,3,1,1,2016,BFBL,249.770503237,819.455392689196
1225,Charles River Dam,6251000,2,3,1,2019,SBL,0,333.853832600841
1226,Marginal Road,4512200,5,2,0,2019,BFBL,0,405.733258774014
1227,Harrison Avenue,5237900,5,2,0,2019,BL,0,66.2905725084454
1228,Seaport Boulevard,45264300,3,5,0,2017,SLM,0,635.847396243701
1229,Congress Street,5648200,3,2,0,2016,SLM,0,145.133477668985
1230,Congress Street,5824500,3,2,0,2016,SLM,0,57.1712863327467
1231,Mount Vernon Street,6297500,6,2,1,2013,BFBL,363.918488359,1193.95590724674
1232,Old Colony Avenue,4621100,3,3,1,2016,BFBL,34.1742759167,112.120103557838
1233,William Day Boulevard,5133400,3,3,0,2018,BFBL,0,1996.32614717449
1234,D Street,4558000,5,2,0,2013,BLSL,49.7100920375,163.090526954587
1235,D Street,4547300,5,2,0,2013,CFBL,84.2968185333,276.563812153546
1236,D Street,4544400,5,2,0,2013,SLM,99.7026914034,327.107913369017
1237,A Street,5664400,5,2,0,2013,BFBL,182.856130101,599.920486840867
1238,Seaport Boulevard,45261700,3,2,1,2018,SBL,286.116411913,938.700261424231
1239,Franklin Street,5359600,5,2,0,2011,BL,77.7669901087,255.140533361986
1240,Broad Street,5624500,5,2,0,2013,SLM,7.39642564769,24.2664398417831
1241,High Street,5326200,3,2,0,2011,BL,57.5316594103,188.75178591027
1242,Faneuil Street,5819200,3,2,0,2010,SLM,45.9470688105,150.744674924198
1243,Washington Street,4501300,3,2,0,2010,BL,50.6388519656,166.137633502059
1244,Faneuil Street,4489500,6,2,0,2017,BL,142.900661975,468.833255158258
1245,Milk Street,5586600,5,2,0,2011,SLM,48.3289992482,158.559391703035
1246,Atlantic Avenue,45231700,3,2,0,2011,BFBL,39.9112622923,130.942199714425
1247,Mercantile Street,45230400,5,2,0,2011,BL,50.8064605977,166.687529476761
1248,Atlantic Avenue,5644700,5,2,0,2017,SBL,32.3057905259,105.989914442632
1249,Neponset Avenue,4867700,5,2,0,2012,BL,75.2326877091,246.825909589718
1250,William Day Boulevard,5133500,3,3,0,2018,BL,0,785.978025548568
1251,Maverick Street,5322300,5,2,0,2015,BL,27.9548805287,91.7153038846607
1252,Chelsea Street,5281500,5,2,0,2010,BL,72.4168596209,237.587646917495
1253,Chelsea Street,5717700,5,2,0,2010,BL,18.3506709876,60.2054930353077
1254,Meridian Street,4420300,3,2,0,2013,BLSL,88.3156557433,289.748947217745
1255,Meridian Street,4401600,3,2,0,2013,BLSL,69.7407801894,228.807876316179
1256,Marginal Street,5644800,0,2,0,2015,SLM,93.4701164781,306.6598737826
1257,Maverick Street,5639900,5,2,0,2015,BL,57.8399534803,189.763247373103
1258,Chelsea Street,4421800,5,2,0,2010,BL,182.359357548,598.290658865568
1259,Bennington Street,6267501,5,1,1,2008,SLM,19.0196423122,62.4002764930768
1260,Bennington Street,5637700,5,2,1,2008,SLM,87.114263856,285.807380663853
1261,Bennington Street,5124400,5,2,0,2008,SLM,14.9255536474,48.9682538897682
1262,Saratoga Street,6288600,5,2,1,2012,BL,109.297390712,358.586522677971
1263,Saratoga Street,4392800,5,2,0,2012,BLSL,134.541333649,441.407692133803
1264,Baker Street,5437301,6,2,0,2014,BL,66.4074540521,217.871788823301
1265,Veterans Of Foreign Wars Parkway,5003800,2,3,1,2013,BL,256.69421474,842.170936176385
1266,Veterans Of Foreign Wars Parkway,5630900,2,3,1,2013,BL,409.409620628,1343.20473033681
1267,Baker Street,4877500,6,2,0,2014,BL,27.2451269426,89.3867206415828
1268,Veterans Of Foreign Wars Parkway,6212700,2,3,1,2013,BL,94.1486476753,308.886072149869
1269,Washington Street,5248900,3,2,0,2010,BL,65.0680128485,213.47730549696
1270,Everett Street,5719401,6,2,0,2017,BLSL,83.1559849892,272.820927443022
1271,Everett Street,4449400,6,2,0,2017,BLSL,43.26297536,141.938611658161
1272,Corinth Street,4891000,3,2,0,2009,BL,51.8178822092,170.005835222355
1273,Belgrade Avenue,4888400,3,2,0,2009,SLM,80.4982192324,264.101240930397
1274,Neponset Avenue,6315900,3,3,1, ,SUP,0,1180.75692193244
1275,University Of Massachusetts Access Road,6253700,0,B,0,2019,BL,0,179.078263334663
1276,University Of Massachusetts Access Road,5438800,0,B,0,2019,BL,0,232.842822936976
1277, ,5898000,0, ,0,2019,BL,0,620.617410479279
1278,Central Square,5858700,0,2,0,2017,SLM,0,72.052380127696
1279,Veterans Of Foreign Wars Parkway,4801800,2,3,1,2013,BL,57.2615297611,187.865535557603
1280,Commonwealth Avenue,5673900,3,2,1,2013,SLM,110.425004903,362.286036945507
1281,Commonwealth Avenue,5137300,3,2,1,2013,SLM,147.723537422,484.656305661635
1282,Commonwealth Avenue,5137200,3,2,1,2013,SLM,255.783323252,839.182453029089
1283,Washington Street,5843900,3,2,0,2010,BL,60.213298433,197.54979665423
1284,Faneuil Street,4483400,6,2,0,2017,SLM,32.1481675025,105.472779592207
1285,Faneuil Street,4482300,6,2,0,2017,SLM,44.826845957,147.069410446614
1286,Faneuil Street,4475000,6,2,0,2017,BL,46.8129073342,153.585346830781
1287,Faneuil Street,4472600,6,2,0,2017,BL,52.752566919,173.072379944978
1288,Cambridge Street,5237100,3,2,0,2010,BL,42.7896850861,140.385825159969
1289,Cambridge Street,4500500,3,2,0,2010,BL,99.9148700522,327.804036152346
1290,Cambridge Street,5632100,3,2,0,2010,BL,63.2798716426,207.610712222626
1291,Market Street,4460300,5,2,0,2013,SLM,102.760278875,337.139348287872
1292,Western Avenue,4438000,5,2,0,2015,BLSL,88.0693222156,288.94076797006
1293,Chestnut Hill Avenue,6209700,5,2,0,2013,BL,73.3813959536,240.752129894476
1294,Chestnut Hill Avenue,4548100,5,2,0,2013,BL,108.856066104,357.138610207967
1295,Commonwealth Avenue Frontage Road Eb,5701800,0,2,1,2013,SLM,91.3206939395,299.607976686735
1296,Commonwealth Avenue Frontage Road Wb,5788900,0,2,1,2013,BL,164.523596328,539.774498964735
1297,Chestnut Hill Avenue,4527300,5,2,0,2013,BL,53.8803821374,176.772553734082
1298,Washington Street,5784000,3,2,0,2010,BL,78.0387540537,256.032145589069
1299,Washington Street,5304600,3,2,0,2010,SLM,46.8348185701,153.657233928682
1300,Chestnut Hill Avenue,5125900,5,2,0,2013,BLSL,59.5054052232,195.227316951689
1301,Market Street,4499000,5,2,0,2013,BL,107.475483803,352.609149768672
1302,Faneuil Street,5290900,6,2,0,2017,SLM,43.7866122137,143.656576922155
